Bronx Rolling Sales File.  All Sales From May 2016 - April 2017.,,,,,,,,,,,,,,,,,,,,
Sales File as of 5/1/2017  Co-op Sales Files as of 5/5/2017,,,,,,,,,,,,,,,,,,,,
Neighborhood Names and Descriptive Data as of 1/6/2017,,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
2,CROTONA PARK             ,02  TWO FAMILY DWELLINGS                    ,1,2936,13, ,B1, 1428 FRANKLIN AVE                         ,            ,10456,2,0,2,"4,360","3,570",1931, 1 , B1 ," $95,000 ",8/8/2016
2,CROTONA PARK             ,02  TWO FAMILY DWELLINGS                    ,1,2938,8, ,B2, 1416 CROTONA PARK EAST                    ,            ,10460,2,0,2,"1,083","2,109",1901, 1 , B2 ,                        -   ,11/26/2016
2,CROTONA PARK             ,02  TWO FAMILY DWELLINGS                    ,1,2938,8, ,B2, 1416 CROTONA PARK EAST                    ,            ,10460,2,0,2,"1,083","2,109",1901, 1 , B2 ,                        -   ,11/26/2016
2,CROTONA PARK             ,02  TWO FAMILY DWELLINGS                    ,1,2948,12, ,B2, 720 EAST 175 STREET                       ,            ,10457,2,0,2,"2,112","2,028",1901, 1 , B2 ," $490,000 ",9/7/2016
2,CROTONA PARK             ,02  TWO FAMILY DWELLINGS                    ,1,2958,64, ,B2, 875 E 175 ST                              ,            ,10460,2,0,2,"1,399","2,850",2006, 1 , B2 , $10 ,8/28/2016
2,CROTONA PARK             ,02  TWO FAMILY DWELLINGS                    ,1,2958,64, ,B2, 875 EAST 175 STREET                       ,            ,10460,2,0,2,"1,399","2,850",2006, 1 , B2 ," $265,000 ",7/27/2016
2,CROTONA PARK             ,02  TWO FAMILY DWELLINGS                    ,1,2958,68, ,B2, 865 EAST 175 STREET                       ,            ,10460,2,0,2,"2,820","2,650",1920, 1 , B2 ," $340,000 ",11/9/2016
2,CROTONA PARK             ,02  TWO FAMILY DWELLINGS                    ,1,2958,68, ,B2, 865 E 175TH                               ,            ,10460,2,0,2,"2,820","2,650",1920, 1 , B2 ," $209,299 ",7/27/2016
2,CROTONA PARK             ,02  TWO FAMILY DWELLINGS                    ,1,2958,89, ,B2, 1819 TRAFALGAR PLACE                      ,            ,10460,2,0,2,"1,625","2,530",1931, 1 , B2 ,                        -   ,8/30/2016
2,CROTONA PARK             ,02  TWO FAMILY DWELLINGS                    ,1,2977,87, ,B2, 1432 MINFORD PLACE                        ,            ,10460,2,0,2,"2,500","1,886",1920, 1 , B2 ," $535,000 ",6/17/2016
2,CROTONA PARK             ,02  TWO FAMILY DWELLINGS                    ,1,2981,33, ,B2, 1491 HOE AVENUE                           ,            ,10460,2,0,2,"2,100","2,520",1995, 1 , B2 ," $420,000 ",9/26/2016
2,CROTONA PARK             ,02  TWO FAMILY DWELLINGS                    ,1,2990,32, ,B1, 1703 VYSE AVE                             ,            ,10460,2,0,2,"2,500","2,464",1901, 1 , B1 ,                        -   ,10/28/2016
2,CROTONA PARK             ,02  TWO FAMILY DWELLINGS                    ,1,2995,105, ,B1, 1466 VYSE AVENUE                          ,            ,10460,2,0,2,"2,100","1,680",1995, 1 , B1 ," $410,000 ",10/28/2016
2,CROTONA PARK             ,02  TWO FAMILY DWELLINGS                    ,1,2996,47, ,B2, 1517 BRYANT AVENUE                        ,            ,10460,2,0,2,"2,025","3,087",1920, 1 , B2 ," $550,000 ",12/16/2016
2,CROTONA PARK             ,02  TWO FAMILY DWELLINGS                    ,1,3001,12, ,B2, 1538 BRYANT AVENUE                        ,            ,10460,2,0,2,"2,500","2,400",1910, 1 , B2 ," $140,000 ",8/15/2016
2,CROTONA PARK             ,02  TWO FAMILY DWELLINGS                    ,1,3001,37, ,B2, 1549 LONGFELLOW AVENUE                    ,            ,10460,2,0,2,"2,500","2,000",1996, 1 , B2 ," $370,000 ",8/15/2016
2,CROTONA PARK             ,02  TWO FAMILY DWELLINGS                    ,1,3008,24, ,B2, 1006 EAST 172ND STREET                    ,            ,10460,2,0,2,"2,500","3,150",1920, 1 , B2 ,                        -   ,10/14/2016
2,CROTONA PARK             ,03  THREE FAMILY DWELLINGS                  ,1,2936,144, ,C0, 1425 CROTONA AVENUE                       ,            ,10456,3,0,3,"2,015","3,231",2002, 1 , C0 ," $615,000 ",10/24/2016
2,CROTONA PARK             ,03  THREE FAMILY DWELLINGS                  ,1,2949,44, ,C0, 1818 CLINTON AVENUE                       ,            ,10457,3,0,3,"1,712","3,138",1901, 1 , C0 ,                        -   ,10/10/2016
2,CROTONA PARK             ,03  THREE FAMILY DWELLINGS                  ,1,2949,46, ,C0, 1824 CLINTON AVENUE                       ,            ,10457,3,0,3,"1,742","3,138",1901, 1 , C0 ," $195,000 ",9/12/2016
2,CROTONA PARK             ,03  THREE FAMILY DWELLINGS                  ,1,2949,46, ,C0, 1824 CLINTON AVE                          ,            ,10457,3,0,3,"1,742","3,138",1901, 1 , C0 ,                        -   ,9/9/2016
2,CROTONA PARK             ,03  THREE FAMILY DWELLINGS                  ,1,2949,46, ,C0, 1824 CLINTON AVE                          ,            ,10457,3,0,3,"1,742","3,138",1901, 1 , C0 ,                        -   ,7/19/2016
2,CROTONA PARK             ,03  THREE FAMILY DWELLINGS                  ,1,2953,33, ,C0, 812 EAST 176TH STREET                     ,            ,10460,3,0,3,"4,025","3,847",1899, 1 , C0 ," $287,000 ",8/12/2016
2,CROTONA PARK             ,03  THREE FAMILY DWELLINGS                  ,1,2989,10, ,C0, 1542 HOE AVENUE                           ,            ,10460,3,0,3,"2,500","2,442",1901, 1 , C0 ," $625,000 ",12/8/2016
2,CROTONA PARK             ,03  THREE FAMILY DWELLINGS                  ,1,2989,47, ,C0, 1529 VYSE AVENUE                          ,            ,10460,3,0,3,"1,858","3,114",1901, 1 , C0 ," $400,000 ",5/5/2016
2,CROTONA PARK             ,03  THREE FAMILY DWELLINGS                  ,1,3000,12, ,C0, 1478 BRYANT AVENUE                        ,            ,10460,3,0,3,"2,000","4,400",1931, 1 , C0 ," $275,000 ",9/23/2016
2,CROTONA PARK             ,03  THREE FAMILY DWELLINGS                  ,1,3001,4, ,C0, 1518 BRYANT AVE                           ,            ,10460,3,0,3,"2,000","3,144",1920, 1 , C0 ,                        -   ,12/9/2016
2,CROTONA PARK             ,05  TAX CLASS 1 VACANT LAND                 ,1B,2940,36, ,V0, 1810 CROTONA PARK EAST                    ,            ,10460,0,0,0,"2,500",                  -  ,0, 1 , V0 ," $950,000 ",12/9/2016
2,CROTONA PARK             ,05  TAX CLASS 1 VACANT LAND                 ,1B,2940,37, ,V0, 1812 CROTONA PARK EAST                    ,            ,10460,0,0,0,"2,500",                  -  ,0, 1 , V0 ,                        -   ,12/9/2016
2,CROTONA PARK             ,05  TAX CLASS 1 VACANT LAND                 ,1B,3014,15, ,V0, 1560 BOONE AVENUE                         ,            ,10460,0,0,0,"60,497",                  -  ,0, 1 , V0 ," $10,126,610 ",10/5/2016
2,CROTONA PARK             ,07  RENTALS - WALKUP APARTMENTS             ,2B,2937,42, ,C1, 672 CROTONA PARK SOUTH                    ,            ,10456,8,0,8,"2,850","9,251",1931, 2 , C1 ," $1,175,000 ",2/15/2017
2,CROTONA PARK             ,07  RENTALS - WALKUP APARTMENTS             ,2,2937,45, ,C1, 1451 PROSPECT AVENUE                      ,            ,10456,27,0,27,"5,830","20,352",1931, 2 , C1 ," $2,700,000 ",2/15/2017
2,CROTONA PARK             ,07  RENTALS - WALKUP APARTMENTS             ,2B,2937,62, ,C7, 1431 PROSPECT AVENUE                      ,            ,10456,9,1,10,"2,160","9,450",1905, 2 , C7 ," $1,525,000 ",2/15/2017
2,CROTONA PARK             ,07  RENTALS - WALKUP APARTMENTS             ,2,2940,38, ,C7, 1816 CROTONA PARK EAST                    ,            ,10459,25,3,28,"5,000","20,156",1913, 2 , C7 ,                        -   ,6/29/2016
2,CROTONA PARK             ,07  RENTALS - WALKUP APARTMENTS             ,2A,2952,28, ,C3, 1790 PROSPECT AVENUE                      ,            ,10457,4,0,4,"1,760","4,620",1908, 2 , C3 ," $422,573 ",9/27/2016
2,CROTONA PARK             ,07  RENTALS - WALKUP APARTMENTS             ,2,2958,50, ,C1, 878 EAST 176TH STREET                     ,            ,10460,21,0,21,"4,830","18,300",1911, 2 , C1 ," $3,500,000 ",8/23/2016
2,CROTONA PARK             ,07  RENTALS - WALKUP APARTMENTS             ,2A,2989,45, ,C3, 1535 VYSE AVENUE                          ,            ,10460,4,0,4,"1,858","3,094",1931, 2 , C3 ," $415,000 ",2/28/2017
2,CROTONA PARK             ,07  RENTALS - WALKUP APARTMENTS             ,2A,3009,9, ,C3, 1540 LONGFELLOW AVENUE                    ,            ,10460,4,0,4,"2,500","2,520",1931, 2 , C3 , $10 ,3/27/2017
2,CROTONA PARK             ,07  RENTALS - WALKUP APARTMENTS             ,2A,3009,9, ,C3, 1540 LONGFELLOW AVENUE                    ,            ,10460,4,0,4,"2,500","2,520",1931, 2 , C3 ," $356,500 ",6/14/2016
2,CROTONA PARK             ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2938,9, ,D1, 1420 CROTONA PARK EAST                    ,            ,10460,60,0,60,"10,248","38,323",2015, 2 , D1 ,                        -   ,11/26/2016
2,CROTONA PARK             ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2938,9, ,D1, 1420 CROTONA PARK EAST                    ,            ,10460,60,0,60,"10,248","38,323",2015, 2 , D1 ,                        -   ,11/26/2016
2,CROTONA PARK             ,09  COOPS - WALKUP APARTMENTS               ,2,2966,17, ,C6," 1500 BOSTON ROAD, 25                      ",            ,10460,0,0,0,              -  ,                  -  ,1933, 2 , C6 ," $20,000 ",2/28/2017
2,CROTONA PARK             ,10  COOPS - ELEVATOR APARTMENTS             ,2,3010,4, ,D4," 1670 LONGFELLOW AVENUE, 3B                ",            ,10460,0,0,0,              -  ,                  -  ,1928, 2 , D4 ," $42,000 ",3/31/2017
2,CROTONA PARK             ,10  COOPS - ELEVATOR APARTMENTS             ,2,3010,4, ,D4," 1670 LONGFELLOW AVENUE, 4G                ",            ,10460,0,0,0,              -  ,                  -  ,1928, 2 , D4 ," $10,500 ",3/31/2017
2,CROTONA PARK             ,14  RENTALS - 4-10 UNIT                     ,2A,3015,62, ,S9, 1815 WEST FARMS ROAD                      ,            ,10460,2,2,4,"12,342","2,880",1920, 2 , S9 ,                        -   ,1/19/2017
2,CROTONA PARK             ,14  RENTALS - 4-10 UNIT                     ,2A,3015,62, ,S9, 1815 WEST FARMS ROAD                      ,            ,10460,2,2,4,"12,342","2,880",1920, 2 , S9 ," $2,400,000 ",11/14/2016
2,CROTONA PARK             ,27  FACTORIES                               ,4,2982,6, ,F4, 1536 SOUTHERN BOULEVARD                   ,            ,10460,0,1,1,"15,000","15,000",1931, 4 , F4 ," $3,750,000 ",2/23/2017
2,CROTONA PARK             ,27  FACTORIES                               ,4,3015,97, ,F4, 1763 WEST FARMS ROAD                      ,            ,10460,0,1,1,"12,536","12,160",1931, 4 , F4 ," $3,600,000 ",1/9/2017
2,CROTONA PARK             ,29  COMMERCIAL GARAGES                      ,4,2967,50, ,G5, 1614 BOSTON ROAD                          ,            ,10460,0,1,1,"5,093",205,1931, 4 , G5 ," $725,000 ",2/24/2017
2,CROTONA PARK             ,29  COMMERCIAL GARAGES                      ,4,3010,26, ,G1, 1711 BOONE AVENUE                         ,            ,10460,0,1,1,"2,500","2,500",1924, 4 , G1 ," $385,000 ",10/27/2016
2,CROTONA PARK             ,30  WAREHOUSES                              ,4,3009,33, ,E9, 1559 BOONE AVENUE                         ,            ,10460,0,1,1,"10,000","10,000",1931, 4 , E9 ," $1,154,183 ",10/5/2016
2,CROTONA PARK             ,31  COMMERCIAL VACANT LAND                  ,4,2998,20, ,V1, 1828 VYSE AVENUE                          ,            ,10460,0,0,0,"15,151",                  -  ,0, 4 , V1 ," $4,010,000 ",6/17/2016
2,CROTONA PARK             ,31  COMMERCIAL VACANT LAND                  ,4,2998,32, ,V1, 1848 VYSE AVENUE                          ,            ,10460,0,0,0,"17,509",                  -  ,0, 4 , V1 ," $3,120,000 ",6/17/2016
2,EAST RIVER               ,27  FACTORIES                               ,4,5541,200, ,F1, 905 BRUSH AVENUE                          ,            ,10465,0,1,1,"77,835","20,000",1974, 4 , F1 ," $11,200,000 ",4/11/2017
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3069,54, ,A5, 2052 ARTHUR                               ,            ,10457,1,0,1,"1,762","1,156",1901, 1 , A5 ," $345,000 ",3/6/2017
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3069,54, ,A5, 2052 ARTHUR AVENUE                        ,            ,10457,1,0,1,"1,762","1,156",1901, 1 , A5 ," $229,000 ",7/6/2016
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3070,18, ,A1, 612 EAST 181 STREET                       ,            ,10457,1,0,1,"1,867","1,352",1901, 1 , A1 ," $330,000 ",10/7/2016
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3070,21, ,A1, 618 E. 181 STREET                         ,            ,10457,1,0,1,"1,651","2,028",1901, 1 , A1 ,                        -   ,12/15/2016
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3070,288, ,A5, 2180 ARTHUR AVENUE                        ,            ,10457,1,0,1,"2,976","1,364",1985, 1 , A5 ," $750,000 ",7/1/2016
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3070,300, ,A5, 622 EAST 182 STREET                       ,            ,10457,1,0,1,"2,197","1,364",1985, 1 , A5 ,                        -   ,12/16/2016
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3082,58, ,A1, 2137 BELMONT AVENUE                       ,            ,10457,1,0,1,"1,290","1,248",1901, 1 , A1 ," $389,000 ",3/31/2017
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3096,129, ,A5, 2115 PROSPECT AVENUE                      ,            ,10457,1,0,1,"1,913","1,320",1970, 1 , A5 ,                        -   ,2/1/2017
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3096,134, ,A5, 2105 PROSPECT AVE                         ,            ,10457,1,0,1,"1,737","1,240",1970, 1 , A5 ," $347,000 ",1/4/2017
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3097,43, ,A5, 2167 PROSPECT AVE                         ,            ,10457,1,0,1,"3,000","1,320",1985, 1 , A5 ," $358,000 ",8/29/2016
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3110,139, ,A5, 2124 PROSPECT AVENUE                      ,            ,10457,1,0,1,"3,005","1,320",1985, 1 , A5 ," $222,500 ",12/13/2016
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3110,141, ,A5, 2128 PROSPECT AVENUE                      ,            ,10457,1,0,1,"3,106","1,364",1985, 1 , A5 ," $330,000 ",9/30/2016
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3110,156, ,A5, 2178 PROSPECT AVENUE                      ,            ,10457,1,0,1,"1,800","1,320",1985, 1 , A5 ," $282,000 ",7/29/2016
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3908,41, ,A1, 1175 WYATT STREET                         ,            ,10460,1,0,1,"2,500","2,374",1901, 1 , A1 ," $390,000 ",11/15/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,2946,29, ,B1, 1925 CROTONA AVENUE                       ,            ,10457,2,0,2,"2,090","2,120",2002, 1 , B1 ," $465,000 ",4/13/2017
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,2955,22, ,B2, 800 ELSMERE PLACE                         ,            ,10460,2,0,2,"2,500","2,192",1901, 1 , B2 ," $610,000 ",3/13/2017
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,2955,22, ,B2, 800 ELSMERE PL                            ,            ,10460,2,0,2,"2,500","2,192",1901, 1 , B2 ," $250,000 ",8/31/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,2955,128, ,B1, 814 ELSMERE PLACE                         ,            ,10460,2,0,2,"1,667","2,700",2007, 1 , B1 ," $425,000 ",8/31/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,2956,49, ,B3, 789 ELSMERE PLACE                         ,            ,10460,2,0,2,"2,500","1,568",1901, 1 , B3 ," $286,000 ",6/14/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,2956,49, ,B3, 789 ELSMERE PLACE                         ,            ,10460,2,0,2,"2,500","1,568",1901, 1 , B3 ,                        -   ,5/6/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,2992,71, ,B2, 1905 VYSE AVENUE                          ,            ,10460,2,0,2,"3,619","2,624",1901, 1 , B2 ," $260,000 ",11/15/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3004,44, ,B9, 1897 LONGFELLOW AVENUE                    ,            ,10460,2,0,2,"1,516","2,472",1910, 1 , B9 ," $150,000 ",1/30/2017
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3068,23, ,B2, 2024 LA FONTAINE AVENUE                   ,            ,10457,2,0,2,"2,400","2,216",1901, 1 , B2 ," $445,200 ",7/21/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3069,55, ,B3, 2054 ARTHUR AVENUE                        ,            ,10457,2,0,2,"1,792","1,168",1901, 1 , B3 ," $365,000 ",7/6/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3070,20, ,B3, 616 EAST 181 STREET                       ,            ,10457,2,0,2,"1,709","1,690",1901, 1 , B3 ," $295,000 ",2/1/2017
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3070,20, ,B3, 616 EAST 181 STREET                       ,            ,10457,2,0,2,"1,709","1,690",1901, 1 , B3 ,                        -   ,2/1/2017
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3079,54, ,B2, 1982 BELMONT AVENUE                       ,            ,10457,2,0,2,"2,735","1,496",1915, 1 , B2 ," $550,000 ",12/13/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3079,162, ,B2, 664 EAST 179 STREET                       ,            ,10457,2,0,2,"2,024","2,640",1995, 1 , B2 ,                        -   ,10/9/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3080,26, ,B1, 656 EAST 180 STREET                       ,            ,10457,2,0,2,"1,949","1,760",1995, 1 , B1 ," $490,000 ",10/28/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3080,50, ,B2, 2010 BELMONT AVENUE                       ,            ,10457,2,0,2,"2,063","2,655",1995, 1 , B2 ,                        -   ,1/23/2017
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3080,64, ,B2, 672 OAKLAND PLACE                         ,            ,10457,2,0,2,"2,500","1,720",1920, 1 , B2 ," $380,000 ",3/7/2017
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3080,110, ,B1, 2054 HUGHES AVENUE                        ,            ,10457,2,0,2,"1,320","1,540",1995, 1 , B1 ," $400,000 ",9/20/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3082,20, ,B3, 2160 HUGHES AVENUE                        ,            ,10457,2,0,2,"1,583","1,432",1901, 1 , B3 ," $475,000 ",8/31/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3093,18, ,B2, 1998 CLINTON AVENUE                       ,            ,10457,2,0,2,"2,000","2,280",1920, 1 , B2 ," $335,000 ",9/26/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3095,13, ,B2, 715 OAKLAND PLACE                         ,            ,10457,2,0,2,"3,035","2,106",1920, 1 , B2 ," $515,000 ",6/28/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3097,49, ,B3, 2147 PROSPECT AVENUE                      ,            ,10457,2,0,2,"2,464","1,792",1910, 1 , B3 ," $470,000 ",6/13/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3098,14, ,B2, 2150 CROTONA AVENUE                       ,            ,10457,2,0,2,"1,547","2,598",1905, 1 , B2 ," $325,000 ",3/20/2017
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3098,14, ,B2, 2150 CROTONA AVENUE                       ,            ,10457,2,0,2,"1,547","2,598",1905, 1 , B2 ," $200,000 ",10/19/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3107,133, ,B1, 820 EAST 178TH STREET                     ,            ,10460,2,0,2,"1,250","2,000",2007, 1 , B1 ," $475,000 ",11/15/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3124,55, ,B1, 2139 HONEYWELL AVE                        ,            ,10460,2,0,2,"1,917","2,460",1997, 1 , B1 ," $485,000 ",12/21/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3131,40, ,B2, 970 EAST 179TH STREET                     ,            ,10460,2,0,2,"1,947","2,205",1992, 1 , B2 ,                        -   ,11/9/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3131,47, ,B2, 965 EAST 178TH STREET                     ,            ,10460,2,0,2,"2,102","2,205",1992, 1 , B2 ," $480,000 ",7/11/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3908,42, ,B2, 1173 WYATT STREET                         ,            ,10460,2,0,2,"2,500","2,154",1901, 1 , B2 ," $455,000 ",10/25/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3909,15, ,B2, 1176 EAST TREMONT AVENUE                  ,            ,10460,2,0,2,"1,071","1,304",1901, 1 , B2 ," $352,350 ",10/26/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3909,47, ,B2, 1173 EAST 178TH                           ,            ,10460,2,0,2,"1,485","1,792",1901, 1 , B2 ,                        -   ,12/27/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3909,49, ,B2, 1169 EAST 178 STREET                      ,            ,10460,2,0,2,"1,485","1,408",1901, 1 , B2 ," $465,750 ",2/16/2017
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,3909,49, ,B2, 1169 EAST 178 STREET                      ,            ,10460,2,0,2,"1,485","1,408",1901, 1 , B2 ," $292,000 ",7/11/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,4006,15, ,B2, 1100 EAST 180 STREET                      ,            ,10460,2,0,2,"1,863","2,310",1899, 1 , B2 ," $570,000 ",9/29/2016
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,4006,16, ,B2, 1102 EAST 180 STREET                      ,            ,10460,2,0,2,"1,875","2,436",1899, 1 , B2 ," $440,000 ",1/26/2017
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,4006,20, ,B2, 1112 EAST 180TH STREET                    ,            ,10460,2,0,2,"2,500","2,100",1899, 1 , B2 ,                        -   ,3/17/2017
2,EAST TREMONT             ,02  TWO FAMILY DWELLINGS                    ,1,4007,25, ,B2, 420 BRONX PARK AVENUE                     ,            ,10460,2,0,2,"2,358","3,584",1910, 1 , B2 ," $239,026 ",11/4/2016
2,EAST TREMONT             ,03  THREE FAMILY DWELLINGS                  ,1,2946,38, ,C0, 1897 CROTONA AVENUE                       ,            ,10457,3,0,3,"2,718","4,395",2006, 1 , C0 ," $250,000 ",9/16/2016
2,EAST TREMONT             ,03  THREE FAMILY DWELLINGS                  ,1,2946,38, ,C0, 1897 CROTONA AVENUE                       ,            ,10457,3,0,3,"2,718","4,395",2006, 1 , C0 ," $220,000 ",8/5/2016
2,EAST TREMONT             ,03  THREE FAMILY DWELLINGS                  ,1,2947,42, ,C0, 1879 BELMONT AVENUE                       ,            ,10457,3,0,3,"1,464","2,204",2004, 1 , C0 ," $600,000 ",9/14/2016
2,EAST TREMONT             ,03  THREE FAMILY DWELLINGS                  ,1,2955,21, ,C0, 798 ELSMERE PLACE                         ,            ,10460,3,0,3,"2,500","3,304",1901, 1 , C0 ," $478,000 ",3/28/2017
2,EAST TREMONT             ,03  THREE FAMILY DWELLINGS                  ,1,2960,42, ,C0, 1937 SOUTHERN BOULEVARD                   ,            ,10460,3,0,3,906,"2,700",2006, 1 , C0 ," $390,000 ",12/29/2016
2,EAST TREMONT             ,03  THREE FAMILY DWELLINGS                  ,1,2960,126, ,C0, 860 ELSMERE PLACE                         ,            ,10460,3,0,3,"2,250","3,036",2001, 1 , C0 ,                        -   ,7/26/2016
2,EAST TREMONT             ,03  THREE FAMILY DWELLINGS                  ,1,2960,144, ,C0, 883 ELSMERE PLACE                         ,            ,10460,3,0,3,"1,500","2,700",2006, 1 , C0 ," $405,000 ",2/14/2017
2,EAST TREMONT             ,03  THREE FAMILY DWELLINGS                  ,1,2960,145, ,C0, 881 ELSMERE PLACE                         ,            ,10460,3,0,3,"1,500","1,800",2006, 1 , C0 ," $550,000 ",12/6/2016
2,EAST TREMONT             ,03  THREE FAMILY DWELLINGS                  ,1,2960,150, ,C0, 871 ELSMERE PLACE                         ,            ,10460,3,0,3,"1,950","3,141",2006, 1 , C0 ," $360,000 ",6/3/2016
2,EAST TREMONT             ,03  THREE FAMILY DWELLINGS                  ,1,2992,163, ,C0, 1933 VYSE AVENUE                          ,            ,10460,3,0,3,"3,163","3,321",2002, 1 , C0 ,                        -   ,1/25/2017
2,EAST TREMONT             ,03  THREE FAMILY DWELLINGS                  ,1,3068,88, ,C0, 623 EAST 178 STREET                       ,            ,10457,3,0,3,"2,431","3,720",1901, 1 , C0 ," $461,100 ",10/31/2016
2,EAST TREMONT             ,03  THREE FAMILY DWELLINGS                  ,1,3068,145, ,C0, 592 EAST 178 STREET                       ,            ,10457,3,0,3,"1,117","2,685",2005, 1 , C0 ," $445,000 ",7/12/2016
2,EAST TREMONT             ,03  THREE FAMILY DWELLINGS                  ,1,3070,315, ,C0, 629 OAK TREE PLACE                        ,            ,10457,3,0,3,"1,140","2,565",2008, 1 , C0 ,                        -   ,6/21/2016
2,EAST TREMONT             ,03  THREE FAMILY DWELLINGS                  ,1,3081,5, ,C0, 2108 HUGHES AVENUE                        ,            ,10457,3,0,3,"2,035","3,750",2006, 1 , C0 ," $580,000 ",12/27/2016
2,EAST TREMONT             ,03  THREE FAMILY DWELLINGS                  ,1,3083,37, ,C0, 700 EAST 182ND STREET                     ,            ,10457,3,0,3,"1,665","3,045",2001, 1 , C0 ,                        -   ,6/23/2016
2,EAST TREMONT             ,03  THREE FAMILY DWELLINGS                  ,1,3092,35, ,C0, 716 EAST 178 STREET                       ,            ,10457,3,0,3,"3,063","4,105",1920, 1 , C0 ,                        -   ,5/10/2016
2,EAST TREMONT             ,03  THREE FAMILY DWELLINGS                  ,1,3093,29, ,C0, 2005 PROSPECT AVENUE                      ,            ,10457,3,0,3,"2,017","2,400",1994, 1 , C0 ," $328,421 ",5/25/2016
