Bronx Rolling Sales File.  All Sales From May 2016 - April 2017.,,,,,,,,,,,,,,,,,,,,
Sales File as of 5/1/2017  Co-op Sales Files as of 5/5/2017,,,,,,,,,,,,,,,,,,,,
Neighborhood Names and Descriptive Data as of 1/6/2017,,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2461,94, ,D4," 1020 GRAND CONCOURSE, 11-O                ",            ,10451,0,0,0,              -  ,                  -  ,1963, 2 , D4 ,                        -   ,9/8/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2461,94, ,D4," 1020 GRAND CONCOURSE, 11W                 ",            ,10451,0,0,0,              -  ,                  -  ,1963, 2 , D4 ," $226,000 ",9/26/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2461,94, ,D4," 1020 GRAND CONCOURSE, 23P                 ",            ,10451,0,0,0,              -  ,                  -  ,1963, 2 , D4 ," $400,000 ",10/13/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2461,94, ,D4," 1020 GRAND CONCOURSE, 14FF                ",            ,10451,0,0,0,              -  ,                  -  ,1963, 2 , D4 ," $120,000 ",1/31/2017
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2461,94, ,D4," 1020 GRAND CONCOURSE, 9G                  ",            ,10451,0,0,0,              -  ,                  -  ,1963, 2 , D4 ," $384,071 ",1/23/2017
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2461,94, ,D4," 1020 GRAND CONCOURSE, 17X                 ",            ,10451,0,0,0,              -  ,                  -  ,1963, 2 , D4 ," $239,000 ",12/19/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2461,94, ,D4," 1020 GRAND CONCOURSE, 22-R                ",            ,10451,0,0,0,              -  ,                  -  ,1963, 2 , D4 ," $187,500 ",2/22/2017
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2461,94, ,D4," 1020 GRAND CONCOURSE, 17H                 ",            ,10451,0,0,0,              -  ,                  -  ,1963, 2 , D4 ,                        -   ,11/7/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2461,94, ,D4," 1020 GRAND CONCOURSE, 16W                 ",            ,10451,0,0,0,              -  ,                  -  ,1963, 2 , D4 ," $215,000 ",3/29/2017
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2461,94, ,D4," 1020 GRAND CONCOURSE, 22-RR               ",            ,10451,0,0,0,              -  ,                  -  ,1963, 2 , D4 ,                        -   ,2/22/2017
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2461,94, ,D4," 1020 GRAND CONCOURSE, 12C                 ",            ,10451,0,0,0,              -  ,                  -  ,1963, 2 , D4 ," $510,000 ",4/26/2017
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2462,33, ,D4," 1100 GRAND CONCOURSE, 3H                  ",            ,10456,0,0,0,              -  ,                  -  ,1928, 2 , D4 ," $310,000 ",8/3/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2462,33, ,D4," 1100 GRAND CONCOURSE, 3L                  ",            ,10456,0,0,0,              -  ,                  -  ,1928, 2 , D4 ," $85,000 ",12/22/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2462,33, ,D4," 1100 GRAND CONCOURSE, 6J                  ",            ,10456,0,0,0,              -  ,                  -  ,1928, 2 , D4 ," $120,000 ",2/28/2017
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2472,11, ,D4," 1075 GRAND CONCOURSE, 6E                  ",            ,10452,0,0,0,              -  ,                  -  ,1928, 2 , D4 ," $209,000 ",8/18/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2472,11, ,D4," 1075 GRAND CONCOURSE, 2J                  ",            ,10452,0,0,0,              -  ,                  -  ,1928, 2 , D4 ," $280,000 ",9/14/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2472,11, ,D4," 1075 GRAND CONCOURSE, AN                  ",            ,10452,0,0,0,              -  ,                  -  ,1928, 2 , D4 ," $270,000 ",8/1/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2472,11, ,D4," 1075 GRAND CONCOURSE, AH                  ",            ,10452,0,0,0,              -  ,                  -  ,1928, 2 , D4 ," $263,000 ",9/20/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2472,11, ,D4," 1075 GRAND CONCOURSE, 2A                  ",            ,10452,0,0,0,              -  ,                  -  ,1928, 2 , D4 ," $164,500 ",12/21/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2472,11, ,D4," 1075 GRAND CONCOURSE, 3F                  ",            ,10452,0,0,0,              -  ,                  -  ,1928, 2 , D4 ," $195,000 ",3/22/2017
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2472,11, ,D4," 1075 GRAND CONCOURSE, 4G                  ",            ,10452,0,0,0,              -  ,                  -  ,1928, 2 , D4 ," $197,500 ",3/31/2017
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2473,67, ,D4," 675 WALTON AVENUE, 5K                     ",            ,10451,0,0,0,              -  ,                  -  ,1936, 2 , D4 ," $150,000 ",5/20/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2473,67, ,D4," 675 WALTON AVENUE, 4K                     ",            ,10451,0,0,0,              -  ,                  -  ,1936, 2 , D4 ," $160,000 ",6/17/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2473,67, ,D4," 675 WALTON AVENUE, 6L                     ",            ,10451,0,0,0,              -  ,                  -  ,1936, 2 , D4 ," $195,000 ",7/6/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2473,67, ,D4," 675 WALTON AVENUE, #5C                    ",            ,10451,0,0,0,              -  ,                  -  ,1936, 2 , D4 ," $553,000 ",9/26/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2473,67, ,D4," 675 WALTON AVENUE, 6H                     ",            ,10451,0,0,0,              -  ,                  -  ,1936, 2 , D4 ," $425,000 ",10/12/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2473,67, ,D4," 675 WALTON AVE., 3D                       ",            ,10451,0,0,0,              -  ,                  -  ,1936, 2 , D4 ," $385,000 ",3/31/2017
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2474,1, ,D4," 811 WALTON AVENUE, C16                    ",            ,10451,0,0,0,              -  ,                  -  ,1927, 2 , D4 ," $220,000 ",6/21/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2474,1, ,D4," 811 WALTON AVENUE, D22                    ",            ,10451,0,0,0,              -  ,                  -  ,1927, 2 , D4 ," $204,500 ",7/26/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2474,1, ,D4," 811 WALTON AVENUE, F12                    ",            ,10451,0,0,0,              -  ,                  -  ,1927, 2 , D4 ," $124,500 ",8/29/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2474,1, ,D4," 811 WALTON AVENUE, E19                    ",            ,10451,0,0,0,              -  ,                  -  ,1927, 2 , D4 ," $245,000 ",8/17/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2474,1, ,D4," 811 WALTON AVENUE, C15                    ",            ,10451,0,0,0,              -  ,                  -  ,1927, 2 , D4 ," $272,000 ",11/16/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2474,1, ,D4," 811 WALTON AVENUE, B7                     ",            ,10451,0,0,0,              -  ,                  -  ,1927, 2 , D4 ," $188,655 ",9/26/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2474,1, ,D4," 811 WALTON AVENUE, A16                    ",            ,10451,0,0,0,              -  ,                  -  ,1927, 2 , D4 ," $128,900 ",3/22/2017
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2474,1, ,D4," 811 WALTON AVENUE, B24                    ",            ,10451,0,0,0,              -  ,                  -  ,1927, 2 , D4 ," $339,690 ",3/31/2017
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2474,1, ,D4," 811 WALTON AVENUE, E4                     ",            ,10451,0,0,0,              -  ,                  -  ,1927, 2 , D4 ," $215,000 ",4/13/2017
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2474,1, ,D4," 811 WALTON AVE, B11                       ",            ,10451,0,0,0,              -  ,                  -  ,1927, 2 , D4 ," $245,000 ",4/25/2017
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2474,10, ,D4," 828 GERARD AVENUE, 5G                     ",            ,10451,0,0,0,              -  ,                  -  ,1924, 2 , D4 ,                        -   ,1/19/2017
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2474,10, ,D4," 828 GERARD AVENUE, 4A                     ",            ,10451,0,0,0,              -  ,                  -  ,1924, 2 , D4 ," $135,000 ",3/3/2017
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2474,15, ,D4," 825 WALTON AVENUE, 5G                     ",            ,10451,0,0,0,              -  ,                  -  ,1924, 2 , D4 ," $197,000 ",10/21/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2474,15, ,D4," 825 WALTON AVENUE, 2E                     ",            ,10451,0,0,0,              -  ,                  -  ,1924, 2 , D4 ,                        -   ,11/2/2016
2,MELROSE/CONCOURSE        ,10  COOPS - ELEVATOR APARTMENTS             ,2,2474,15, ,D4," 825 WALTON AVENUE, 4E                     ",            ,10451,0,0,0,              -  ,                  -  ,1924, 2 , D4 ," $150,000 ",12/15/2016
2,MELROSE/CONCOURSE        ,21  OFFICE BUILDINGS                        ,4,2407,1, ,O5, 860-866 COURTLANDT AVENUE                 ,            ,10451,0,1,1,"19,338","29,130",1930, 4 , O5 ," $5,700,000 ",3/16/2017
2,MELROSE/CONCOURSE        ,22  STORE BUILDINGS                         ,4,2450,56, ,K1, 261 EAST 167 STREET                       ,            ,10456,0,7,7,"10,000","10,000",1938, 4 , K1 ,                        -   ,8/25/2016
2,MELROSE/CONCOURSE        ,22  STORE BUILDINGS                         ,4,2782,147, ,K1, 1291 CLAY AVE                             ,            ,10456,0,6,6,"4,470","4,540",1920, 4 , K1 ,                        -   ,9/20/2016
2,MELROSE/CONCOURSE        ,23  LOFT BUILDINGS                          ,4,2331,70, ,L8, 289 EAST 149 STREET                       ,            ,10451,0,3,3,"2,542","7,832",1931, 4 , L8 ," $1,680,000 ",7/28/2016
2,MELROSE/CONCOURSE        ,23  LOFT BUILDINGS                          ,4,2331,70, ,L8, 289 EAST 149 STREET                       ,            ,10451,0,3,3,"2,542","7,832",1931, 4 , L8 ,                        -   ,7/12/2016
2,MELROSE/CONCOURSE        ,29  COMMERCIAL GARAGES                      ,4,2402,14, ,G7, N/A EAST 156 STREET                       ,            ,10455,0,0,0,"3,750",                  -  ,0, 4 , G7 ,                        -   ,10/6/2016
2,MELROSE/CONCOURSE        ,29  COMMERCIAL GARAGES                      ,4,2430,17, ,G1, 1174 TELLER AVENUE                        ,            ,10456,0,1,1,"17,162","28,956",1970, 4 , G1 ," $2,000,000 ",9/15/2016
2,MELROSE/CONCOURSE        ,29  COMMERCIAL GARAGES                      ,4,2456,240, ,G7, 1181 SHERMAN AVENUE                       ,            ,10456,0,0,0,"9,167",                  -  ,0, 4 , G7 ," $1,493,862 ",1/24/2017
2,MELROSE/CONCOURSE        ,29  COMMERCIAL GARAGES                      ,4,2496,73, ,G1, 1159 RIVER AVENUE                         ,            ,10452,0,4,4,"24,165","16,200",1931, 4 , G1 ,                        -   ,9/16/2016
2,MELROSE/CONCOURSE        ,29  COMMERCIAL GARAGES                      ,4,2839,49, ,G7, CLARKE PLACE                              ,            ,0,0,0,0,"9,517",                  -  ,0, 4 , G7 ," $2,976,125 ",2/17/2017
2,MELROSE/CONCOURSE        ,29  COMMERCIAL GARAGES                      ,4,2887,140, ,G7, 1421 WEBSTER AVENUE                       ,            ,10456,0,0,0,"5,332",                  -  ,0, 4 , G7 ,                        -   ,7/25/2016
2,MELROSE/CONCOURSE        ,29  COMMERCIAL GARAGES                      ,4,2887,142, ,G7, 1417 WEBSTER AVENUE                       ,            ,10456,0,0,0,"5,125",                  -  ,0, 4 , G7 ," $2,050,000 ",7/25/2016
2,MELROSE/CONCOURSE        ,29  COMMERCIAL GARAGES                      ,4,2887,179, ,G5, 1301-1321 WEBSTER AVENUE                  ,            ,10456,0,1,1,"19,700","3,970",1989, 4 , G5 ," $3,800,000 ",5/4/2016
2,MELROSE/CONCOURSE        ,31  COMMERCIAL VACANT LAND                  ,4,2430,55, ,V1, 373 EAST 167 STREET                       ,            ,10456,0,0,0,"4,035",                  -  ,0, 4 , V1 ,                        -   ,9/15/2016
2,MELROSE/CONCOURSE        ,32  HOSPITAL AND HEALTH FACILITIES          ,4,2430,45, ,I6, 1160 TELLER AVENUE                        ,            ,10456,0,1,1,"50,000","214,370",1972, 4 , I6 ," $17,500,000 ",9/15/2016
2,MELROSE/CONCOURSE        ,37  RELIGIOUS FACILITIES                    ,4,2402,15, ,M1, 376-378 EAST 156TH STREET                 ,            ,10455,0,1,1,"5,000","6,960",1901, 4 , M1 ," $556,800 ",10/6/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4035,26, ,A1, 759 VAN NEST AVENUE                       ,            ,10462,1,0,1,"2,850","1,948",1920, 1 , A1 ," $350,000 ",10/20/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4038,7, ,A1, 744 VAN NEST AVENUE                       ,            ,10462,1,0,1,"1,500","1,164",1901, 1 , A1 ," $359,999 ",5/31/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4056,47, ,A5, 1862 MULINER AVENUE                       ,            ,10462,1,0,1,"1,587","1,528",1960, 1 , A5 ," $210,000 ",4/12/2017
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4056,56, ,A5, 1873 BRONXDALE                            ,            ,10462,1,0,1,"2,125","1,600",1955, 1 , A5 ,                        -   ,5/25/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4059,13, ,A5, 1565 RADCLIFF AVENUE                      ,            ,10462,1,0,1,"1,306","1,890",1960, 1 , A5 ," $480,000 ",5/25/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4061,32, ,A5, 1574 COLDEN AVENUE                        ,            ,10462,1,0,1,"1,600",960,1953, 1 , A5 ," $340,000 ",8/11/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4061,33, ,A5, 1576 COLDEN AVENUE                        ,            ,10462,1,0,1,"1,800","1,152",1953, 1 , A5 ," $360,000 ",1/11/2017
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4064,1, ,A5, 1024 PIERCE AVENUE                        ,            ,10461,1,0,1,"2,300","1,714",1955, 1 , A5 ,                        -   ,1/6/2017
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4064,21, ,A1, 1561 HONE AVENUE                          ,            ,10461,1,0,1,"6,250","1,340",1925, 1 , A1 ," $549,000 ",12/28/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4065,32, ,A5, 1552 HONE AVE                             ,            ,10461,1,0,1,"1,800","1,534",1954, 1 , A5 ," $390,000 ",6/16/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4066,9, ,A1, 1591 HAIGHT AVENUE                        ,            ,10461,1,0,1,"3,000","1,176",1920, 1 , A1 ," $420,000 ",1/12/2017
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4090,37, ,A1, 1193 SACKETT AVENUE                       ,            ,10461,1,0,1,"3,404","1,328",1925, 1 , A1 ,                        -   ,9/21/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4091,13, ,A1, 1657 FOWLER AVENUE                        ,            ,10462,1,0,1,"2,500","1,512",1920, 1 , A1 ," $480,000 ",9/26/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4092,10, ,A5, 1667 BOGART AVENUE                        ,            ,10462,1,0,1,"2,500","1,330",1935, 1 , A5 ," $397,000 ",9/23/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4092,18, ,A5, 1645 BOGART AVENUE                        ,            ,10462,1,0,1,"2,500","1,122",1935, 1 , A5 ," $432,000 ",5/17/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4093,123, ,A5, 1629 RADCLIFF AVENUE                      ,            ,10462,1,0,1,"2,100","1,881",1945, 1 , A5 ," $410,000 ",9/9/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4097,2, ,A1, 976 VAN NEST AVENUE                       ,            ,10462,1,0,1,"2,500","1,666",1930, 1 , A1 ," $515,000 ",9/29/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4097,26, ,A5, 1621 COLDEN AVENUE                        ,            ,10462,1,0,1,"2,500","1,871",1950, 1 , A5 ,                        -   ,5/23/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4098,61, ,A1, 1658 COLDEN AVENUE                        ,            ,10462,1,0,1,"2,500","1,785",1930, 1 , A1 ,                        -   ,11/9/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4100,24, ,A1, 1625 LURTING AVENUE                       ,            ,10461,1,0,1,"2,500","1,400",1920, 1 , A1 ," $311,250 ",3/31/2017
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4100,30, ,A1, 1613 LURTING AVENUE                       ,            ,10461,1,0,1,"2,500","1,513",1910, 1 , A1 ," $510,000 ",3/10/2017
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4100,35, ,A1, 1061 PIERCE AVENUE                        ,            ,10461,1,0,1,"2,500","1,309",1910, 1 , A1 ," $400,000 ",10/12/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4105,22, ,A1, 1631 HAIGHT AVE                           ,            ,10461,1,0,1,"2,500","1,394",1910, 1 , A1 ," $365,000 ",6/17/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4106,41, ,A1, 1604 HAIGHT AVENUE                        ,            ,10461,1,0,1,"7,513","2,205",1899, 1 , A1 ,                        -   ,6/15/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4107,16, ,S1, 1659 WILLIAMSBRIDGE ROAD                  ,            ,10461,1,1,2,"2,275","1,676",1925, 1 , S1 ," $430,000 ",1/30/2017
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4107,44, ,A1, 1626 TOMLINSON                            ,            ,10461,1,0,1,"2,000","2,210",1935, 1 , A1 ," $457,500 ",11/7/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4111,11, ,A1, 1647 YATES AVENUE                         ,            ,10461,1,0,1,"3,742","1,948",1920, 1 , A1 ," $340,000 ",5/5/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4112,9, ,A5, 1657 HERING AVE                           ,            ,10461,1,0,1,"2,058","1,400",1945, 1 , A5 ," $400,000 ",10/27/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4112,31, ,A1, 1607 HERING AVE                           ,            ,10461,1,0,1,"5,000","1,476",1925, 1 , A1 ," $550,000 ",10/17/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4115,36, ,A1, 1710 YATES AVENUE                         ,            ,10461,1,0,1,"2,500","1,396",1925, 1 , A1 ," $393,000 ",11/29/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4120,18, ,A5, 1215 VAN NEST AVENUE                      ,            ,10461,1,0,1,"2,042","1,728",1935, 1 , A5 ,                        -   ,9/21/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4120,20, ,A5, 1211 VAN NEST AVENUE                      ,            ,10461,1,0,1,"2,042","1,728",1935, 1 , A5 ,                        -   ,9/21/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4126,25, ,A1, 1823 COLDEN AVENUE                        ,            ,10462,1,0,1,"2,500","1,520",1925, 1 , A1 ,                        -   ,12/16/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4126,46, ,A1, 1820 RADCLIFF AVENUE                      ,            ,10462,1,0,1,"2,500","1,791",1925, 1 , A1 ," $435,888 ",1/24/2017
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4128,29, ,A1, 1815 HONE AVENUE                          ,            ,10461,1,0,1,"2,500","1,656",1920, 1 , A1 ," $460,000 ",12/6/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4129,4, ,A5, 1056 RHINELANDER AVENUE                   ,            ,10461,1,0,1,"1,440","1,408",1950, 1 , A5 ," $382,500 ",7/14/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4130,46, ,A1, 1818 LURTING AVENUE                       ,            ,10461,1,0,1,"2,500","1,428",1920, 1 , A1 ,                        -   ,11/17/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4130,57, ,A1, 1848 LURTING AVENUE                       ,            ,10461,1,0,1,"2,500","1,767",1920, 1 , A1 ," $459,000 ",7/8/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4131,142, ,A5, 1812 HAIGHT AVENUE                        ,            ,10461,1,0,1,"1,800","1,782",1940, 1 , A5 ,                        -   ,7/25/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4200,28, ,A1, 1817 YATES AVE                            ,            ,10461,1,0,1,"3,325","1,813",1925, 1 , A1 ," $590,000 ",11/8/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4201,54, ,A1, 1846 YATES AVENUE                         ,            ,10461,1,0,1,"2,525","1,656",1940, 1 , A1 ," $539,500 ",10/5/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4201,61, ,A1, 1862 YATES AVE                            ,            ,10461,1,0,1,"2,500","1,564",1940, 1 , A1 ," $513,000 ",5/11/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4255,10, ,A5, 1910 WHITE PLAINS ROAD                    ,            ,10462,1,0,1,"1,080","1,120",1955, 1 , A5 ," $205,000 ",3/22/2017
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4255,122, ,A5, 710 SAGAMORE ST                           ,            ,10462,1,0,1,990,"1,714",1960, 1 , A5 ," $180,000 ",7/26/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4258,152, ,A5, 711 SAGAMORE STREET                       ,            ,10462,1,0,1,"1,215","1,848",1970, 1 , A5 ," $386,250 ",5/5/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4262,66, ,A1, 1973 MATTHEWS                             ,            ,10462,1,0,1,"2,902","2,802",1910, 1 , A1 ," $630,000 ",1/30/2017
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4268,35, ,A5, 1013 RHINELANDER AVENUE                   ,            ,10462,1,0,1,"1,800","1,580",1955, 1 , A5 ," $427,500 ",2/10/2017
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4268,120, ,A5, 1939 PAULDING AVE                         ,            ,10462,1,0,1,"2,000","1,870",1955, 1 , A5 ," $520,000 ",10/7/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4271,12, ,A1, 1957 HAIGHT AVENUE                        ,            ,10461,1,0,1,"2,500","1,971",1925, 1 , A1 ," $540,000 ",3/1/2017
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4272,19, ,A5, 1939 TOMLINSON AVENUE                     ,            ,10461,1,0,1,"2,500","1,821",1965, 1 , A5 ," $483,000 ",9/28/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4274,16, ,A5, 1949 YATES AVENUE                         ,            ,10461,1,0,1,"2,500","1,636",1970, 1 , A5 ," $469,500 ",5/11/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4276,23, ,A5, 1923 TENBROECK AVENUE                     ,            ,10461,1,0,1,"2,475","1,520",1940, 1 , A5 ," $480,000 ",12/2/2016
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4295,5, ,A1, 915 NEILL AVENUE                          ,            ,10462,1,0,1,"2,468","1,224",1945, 1 , A1 ," $480,000 ",2/10/2017
2,MORRIS PARK/VAN NEST     ,02  TWO FAMILY DWELLINGS                    ,1,4032,23, ,B2, 679 VAN NEST AVENUE                       ,            ,10462,2,0,2,"2,375","2,205",1901, 1 , B2 ," $325,000 ",12/20/2016
2,MORRIS PARK/VAN NEST     ,02  TWO FAMILY DWELLINGS                    ,1,4036,20, ,B3, 1711 BARNES AVENUE                        ,            ,10462,2,0,2,"4,276","2,128",1925, 1 , B3 ," $595,000 ",11/22/2016
